sentiment,review_body,product_category
1,This jacket was a little shorter than i had expected  but i still really enjoy the cut and fit of it.,Jackets
1,Great coat! lightweight  oversized  yet warm. just enough structure to flatter most body types. i wear an xl/14  but got medium as it's very oversized. light enough to wear with layers. got a million compliments!,Jackets
1,Love this jacket!!! it is soooo soft and goes with everything. you will want to wear it every day. loved it so much i bought my mother one  too.,Jackets
1,Love  love  love this jacket! i'm able to dress it up or casual. the hint from a review i read to button the lapels back worked awesome. good quality  has a bit of stretch for bulky shirt to wear underneath. would definitely recommend if like the military jacket style.,Jackets
1,"This jacket is the best. i'm trying to step up my work wardrobe game while still maintaining some personality and this blazer fits the bill. it's soft  structured  and best part: the hoodie insert is removable. for reference  i'm 5'4""  128 lbs and the small fit perfectly.",Jackets
-1,Perhaps i should have gotten two sizes smaller  but the knees on these were baggie by lunch.  they are very soft and comfortable  but i wouldn't buy them again.,Jeans
-1,I ordered these jeans twice because i love them. the first pair were mis-marked by about 4 sizes so i re-ordered. second pair still didn't fit  they run really small  i would probably need one maybe two sizes larger than normal to achieve the fit and feel of the other skinny jeans in my closet:(,Jeans
-1,I can't stand buying pants and i can see the pockets lining and my darker skin through the fabric. i don't consider that high-quality.,Jeans
-1,I finally ordered a pair of these jeans after seeing so many rave reviews  and when they went on sale. i'm leaving this review for women who share my body type.    i'm slim with longer legs  and don't really have curves. i typically don't purchase jeans with an inseam shorter than 30''. for reference  i really love the fit of paige and m.i.h. jeans.    these jeans have an inseam of 31''  which i thought would be fine. but for me  the cut wasn't flattering at all. i typically look for jeans that,Jeans
-1,I love the coh fleetwood jeans  and since i was looking for a pair of not-so-skinny skinny jeans  i thought these would be great. but unlike the fleetwoods  which are a substantial weight denim  these are very soft -- too soft -- and bag out in the first 5 minutes. the style is okay but the fabric makes them unflattering. maybe if you're looking for jeans you can lounge in  these will be for you because they do have the comfort equivalent of sweats.,Jeans
-1,I really wanted to love these  i bought them in a rush because i needed to replace my skinny jeans asap. they were a little long and didn't quite hug my calves but i figured with hemming they would be fine. i was told they wouldn't stretch out much. well  they fit great at the waist but the legs are now huge on me and i can't get them to shrink. wish i spent a little more on a different skinny jean. too late to return  so my hoping to be going out jeans are now lazy day jeans.,Jeans
-1,I had such high hopes  but they are just slightly off. they run a tad large  so i suggest sizing down. (i usually wear a 28 or 29  and the 28 fit nicely through the hips and thighs.)  unfortunately  the color is off- i thought they were going to be a dark midnight blue  but they are actually gray. and they have a button-fly closure which causes the pants to protrude a bit in the area where no woman wants protrusion. i will be returning them.,Jeans
-1,So disappointed. bought these in a 29 and should've gone with a 28. they're super cute - i got the green. the fit is off. like the other reviews  they stretch out way too much. i would return these but have already washed them. they wash terribly  too. there are weird fading marks all over  even when washed in cold water like the tag states. so disappointed that i spent my gift card from christmas on these. i've been a loyal retailer customer for years and this is the first time i've been severely,Jeans
-1,I have quite a few pairs of retailer pants and jeans. my favorites are the cords i got last year  similar to these  so when i saw this fun pair  i had to have them. i ordered both the 32 and the 33 to try on.    they are even more beautiful in person than online. and they are so  so small. it wasn't like they were a tad snug--i couldn't even get the button across to meet the buttonhole. on the 33.    i've never had a problem fitting into retailer pants before. this was an extra-depressing first time,Jeans
0,Wanted to love these pants  they are way  way  too long (i'm 5'4 128lbs for reference). i didn't love the way they looked cuff and didn't think it was worth having them hemmed. loved the color. would work well for someone tall and slim.,Jeans
0,These jeans fit perfectly. however  the distress at the knee was a bit too distressed for my taste. i would recommend these jeans for a younger demographic.,Jeans
0,Great jeans by pilcro  too short and snug around my knees for keeping though.,Jeans
0,These were very nice  but had to return. i have a hard time with jeans as i am big and curvy in hips and butt. these were tight in those places and big in the waist ,Jeans
0,These are a wonderful trouser style pant. i love fitted than flared denim so this fit isn't my top pick but it's a cute style! thick quality denim fabric with a medium rise cut.,Jeans
0,I liked the cut and color. seemed like good quality. i'm 5'5 and theses were so long. i had to fold them up like 6 inches not to step in them,Jeans
0,I'm 5.1 and always bought 27p. they didn't have petite anymore  so i bought 27r  knowing that it'll hit my ankle instead of being cropped. it's very cute as an ankle-length with some flare. my only issue is that the 27r was very tight around the crotch and upper thigh. it's a very tight fit just right there!... and not enough of stretch to be comfortable when sitting. i wonder if it will stretch out a bit more from wear? i then ordered a 28r to see if that fits better  and it fits a tad loose ev,Jeans
0,These run small. i normally wear 28 on ag stevie's and paige jeans so i ordered these in 28 and they were very tight. otherwise very well made and super cute but i had to return them.,Jeans
0,I really wanted to like these. they're soft  long enough for 5'8 1/2 and a nice color cut the rise is quite low and the hips puffed out in a weird way. have to return ;(,Jeans
1,These tight cords are perfect for fall.,Jeans
1,Love these jeans! they fit great  they feel great. i am 5'9.5 135 pounds. they fit everywhere you would like them to. unroll them and they are long! love love love!! so wonderful i just bought my second pair.,Jeans
1,These are my favorite jeans i've bought in the past year! they're the perfect length for booties  i love the rise  and the denim feels amazing- so soft. mine haven't stretched more than a normal jean (in fact they may have stretched less than others i've had)  and i can wear then multiple times before washing with their shape being in tact.,Jeans
1,Normally a 28  and on a fluke i dragged the 27 to the fitting room. the 27 hung better that the 28.  i have a belly  but not much in the hips  so this was surprising. most things are too tight in the waist.  denim feels very soft. they may not last  but it's like butter.,Jeans
1,I normally wear a size 27  but i have a pair of shorts by same designer bought several years ago in a size 26 and so i went with a size 26 for this purchase. they fit perfectly. i would have liked to order the petite  but it did not appear to be an option. the fabric is very soft and stretchy. they are little loose around the ankle  but i have very skinny calves and ankles  so that is not so surprising. the color is a perfect grey that will go with everything. i would buy these in other colors.,Jeans
1,I am obsessed with these jeans! i have them in 3 washes and hardly ever wear any of the other jeans in my closet now. they are truly the perfect skinny jeans. you can dress them up with heels and a cute top  or down with a slouchy sweater and boots  or even throw on with a simple tee and flats. i love that they are low rise  as i am short waisted  and often find the front rise too long on many styles. the backside is also super flattering  and the back pockets are the perfect size and shape...no,Jeans
1,I love these pants! they are comfortable and dressy enough for work! the wide leg is the perfect size and the higher waist is professional! these are also nice and long for wearing heels. i ordered a size 27 and they fit great. i normally wear a size 6 in us sizing.,Jeans
1,Love the fit of pilcro jeans. it's always a struggle to find a white jean that is flattering around the thighs and doesn't show off lumps and bumps! these are terrific quality indeed.,Jeans
1,I was lucky enough to get these on sale with an additional 40% off  making them a fabulous deal. they are nicely made  and the shade of blue is very pretty. my only complaint  and the reason i'm on the fence is that they are so big. i usually buy a 31 in the ag stevie jeans  occasionally a 32  so i figured i'd be safe sizing down to a 30. wrong. i could have gone to a 29  and possibly even a 28....they're that big! i do like them though  and may just try shrinking them in the dryer.,Jeans
-1,This top is very soft and well made. for my short and curvy figure  it is very unflattering. i considered altering it  but there is no way to do it. it gapes in the front and if you have a waist at all  it won't show because this top is boxy and full in that area. if you are tall and slim  it might be perfect  so give it a try.,Knits
-1,I really wanted to love this but the cut was very wide  short  and crooked. after it was washed once  it was completely unwearable because it hung all wrong.,Knits
-1,I ordered two sizes. when the package came i was skeptical as it was very light and thin. both shirts were in the bag. the style is just okay. the shirt is extremely light weight. i was not impressed with the fabric. i am returning both. definitely did not think it was worth the price.,Knits
-1,This top was much more fitted than expected and was not flattering. i would not recommend.,Knits
-1,Loved the brushstroke design and simplicity of black on white; however  the tee was way too big. it looked boxy and sloppy.,Knits
-1,As a beach cover-up this would be great  but i'm surprised retailer calls this a dress and doesn't show on the model how thin it is. it's pretty sheer and i couldn't get away without layering it.,Knits
-1,I bought this shirt after reading so many positive reviews. it looks much thinner and cheaper than the photo depicts.  like many reviewers have said  it does hit just above midriff but the fringe covers your belly.  it didn&#39;t hang right on me and i felt like i was wearing a rug.,Knits
-1,Don't even waste your money  even on sale.    bought three in different colors because i loved the loose fit and airyness for hot southern summers. unfortunately  one of them ripped in the first wash. i let it air dry and thats when i found multiple runs and a hole that i could put my finger through. one of the other colors was fine  yet still pilled pretty bad. the third one still has the tag. keeping the one that survived the wash because i like the color - but will only be using it as a knock,Knits
-1,It's the inverted invert ... not so obvious at first but then it shrunk and was harder to ingnore.,Knits
0,Glad i got this on sale. it is more yellow than the photo & short. it is also heavy with a sueded interior. would have given more stars if it was less boxy & longer.,Knits
0,I purchased this shirt with the purple colored flowers. while the cut is fine  the quality of the fabric is not great so the shirt is very see-through. will be returning it.,Knits
0,The models pose and description are misleading. this top has absolutely no shape to it. the front of the shirt is kind of like a slub shirt texture  plain black. the back print is nice just more faded than shown in picture. the entire design has no form. it is huge. also cheaply made.,Knits
0,"I was so excited to receive this shirt and so disappointed when i tried it on. it's a lot fuller than it looks in this picture or maybe it's because i ordered a large? i'm 5'8""  180lbs  36d bra size and can fit into a large at retailer just fine but it made me look huge! not flattering at all and it was so full that it looked like a short dress!",Knits
0,I love the length of this and that i can wear it with skinny jeans or leggings  but it does seem to run a little small and it is not as long as on the model. i do think it is a cute addition to my wardrobe though.,Knits
0,I liked the colors and the design but it's kind of an odd fabric  no give at all and no drape. stiff and kind of structured feeling for a casual cardigan. the sleeves are extremely narrow and tight. i ordered a medium and it felt like a ace bandage squeezing my arms. my arms are normal sized. if you have exceptionally narrow arms  might work for you. sending it back.,Knits
0,This is a cute tee but only if you get it on sale. i don't love the material. it seems flimsy and likely to get holes quickly. the pattern is pretty cute but nothing special. glad i got it on sale. as with all retailer tees  size down. xs works good for me.,Knits
0,This top is very sweet and looks lovely on the model. it was not flattering for my larger bust  with the inverted pleat opening at my bustline and spreading out over my waist. the quality is nice  the fit in the shoulders is snug. the length is a bit short for me  but it may lay better on a different body type.,Knits
0,The lining is shorter than the top  so i keep pulling it down. also the finishing of the edges looks like a child cut it with some scissors. it is not evenly cut. i do like the color and style of the shirt  just not the quality.,Knits
1,Love this t-shirt. i rarely pay full price but love this and it's already out of stock. fits perfect. i tend to be short waisted so the length is perfect.,Knits
1,"Love this top! it runs very true to size  is not too boxy  and looks great on my 5""1"" body (i bought a medium). i purchased the beige top first  then bought this one. great addition to my wardrobe.",Knits
1,"Beautiful and classy- i love this! i'm 5'8""/125lbs/34b and my usual xs works great (could probably also have worn a s). i was a little worried it'd be scratchy and/or too structured  but it's soft and flattering. photos are accurate. would definitely recommend!",Knits
1,Very cute but a little short. currently pregnant so i'm hoping it will hang better in a few months,Knits
1,"Beautiful pink top.  comfortable  love the color and print   style and sleeves.  good quality.  didn't have the issues with the placement of the bees over my breasts that other reviewers did. the bees were at the sides of my breasts. covered my butt for the most part in jeans. flattering cut.  i got an xs (5'2""  34b  115#).",Knits
1,I was so happy to find this in extra small. it is such a cute loose fitting top.. very soft and flowy tank. the orange color is so pretty. i went down a size in this top,Knits
1,This is a great  effortless top. you can dress it up or down and fits true to size. it's forgiving and the straps draw your eye to the most flattering part of the body. the fabric is stretchy and and comfortable.,Knits
1,I haven't taken this off since i got it. and since then  i've ordered two more colors. it's definitely sheer  but the blue isn't see-through  though i expect the lighter colors are. it is a distressed look  but super-soft  comfy  and perfect to wear over work out clothes or dressed up with jeans. really a nice summer top for hot days. i'm 5'4  135 the and the xxs is perfect--drapey  but not baggy. very flattering straps too.,Knits
1,Bought this tank on a whim  but i'm so happy i did! so flattering  comfy and well made.,Knits
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
1,Noce color as well  only gave one less star due to thin you could see my bra quality (it was pink and i tried on the grey). otherwise  nice and soft. regular size a little long and long sleeves  but sold out n petite :-(,Layering
1,The shirt fits true to size. the length of the top is great: not too short (won't show your midrift when you raise your arms) not too long (this is a shirt not a dress). this is a great top for a casual day in jeans or a flirty day with skirt to dress it up.,Layering
1,I usually wear a medium or large in retailer clothes. i purchased this in a large and it fit perfectly. it is a clingier top but i didn't find it too much so. the ribbing makes it very attractive and slimming  and also can be worn as a stand alone turtleneck or easily as a layered piece. it is super soft and comfy as others have mentioned  and a tad thicker than just a cotton turtleneck would be - it has substance. also  it would be great for traveling because it doesn't wrinkle at all. love that!,Layering
1,"If your looking for a nice quality basic tee  this is it. nothing special  but the fabric is a nice soft cotton with a little stretch. the cut is long and lean so i would highly recommend sizing up. i sized up from my usual medium to a large and it's still quite form fitting. i'm 5'2""  35a/b bust  28 waist  39 hips.",Layering
1,I bought the black one on an extra 40% off sale and i just love it! not thrilled about the other colors  but i might order another one just because i like it so much. super soft and comfy. i had to order a size up since the mediums were all sold out  but i like the way it fits. not too big at all.,Layering
1,I love the pure and good short sleeve tees. they feel beautiful  and wash beautifully! i just hang them to dry and they are perfect for the next time  i buy a size medium as i like them to flow nicely at the hips!,Layering
1,I just bought the grey  and now i'm coming back for the black and cream i lovethis staple item!! so soft fits great!,Layering
1,"At 5'4"" and 140 lbs  this tank is a nice thin under layer. a little low cut for trying to cover cleavage.",Layering
1,This tank top runs big. i?m usually a xs and i ordered the xs and pxs due to reviews and the pxs is still big. i kept the pxs because it?s very cute and i love the color (ordered the canton). i?ve been taping the tank to my bra so it does not slip too far down. however  not sure if i will order this again.,Layering
-1,Super itchy! had to return.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
1,I have these in grey and i love them! they are so comfy. i got them in m/l even though i am a s/m because i like the loose fit. they are very soft.,Legwear
1,Great tights with good color and quality. i got a lot of compliments on my head to toe retailer ensemble!,Legwear
1,I have 9.5-10 size feet  and these are a bit small; the heel doesn't quite make it around my heel to where it's supposed to be. still  they're comfy and not too thick or too warm. i really like the stripes of different patterns. good trouser socks. i imagine if you're size 7 or 8 these will fit perfectly. i got the mint and the pink colors  and they're very true to how they appear on my computer screen.,Legwear
1,Ordered these to wear around the house more as leggings and they did the trick. love the color and the fact that they are warm without being too thick.,Legwear
1,Fun to wear inside sneakers or just around the house shoeless. my daughters tried to take them  but i held on to them.,Legwear
1,I love these cozy  fashionable leggings. they are super flattering and thick enough to wear to yoga or out and about in the real world. i will definitely be getting another pair! they seem true to size. i am tall (5'11) and usually wear a lg.,Legwear
1,"I really love these leggings. the different textures that all the colors have make them interesting. quality is great. i am 5 1"" and 125lbs. the s/m fit pretty well but i wish there was a xs option. but still would not hesitate to buy again!! i actually went to retailer tonight to purchase all the other colors ...that's how happy i am with this purchase!",Legwear
1,"Love these tights. fabric feels great  soft and comfy. took large so they fit perfectly at true waist for 5'6 height. some retailer tights i have bought in large  but they are too short for 5'6"" person. the color of this paid is a subtle green. looks great with black skirt and green sweater.",Legwear
1,Love these socks!!! i need to get more colors  they look so good on with boots with the lace showing!,Legwear
-1,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,Lounge
-1,Oh what a disappointment! i was looking forward to wearing this as a layering piece with the shawl cardigan. the material lacks serious quality and it was ripped on the seam. so  back it goes. and  i am flabbergasted at the price retailer is charging almost $60 for this top!,Lounge
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the knitted fabric contains acrylic and started pilling a lot within the first week of wear. after a month and a couple washes  it looks horrible. it may be the worst case of pilling i've ever seen in a fabric. so so disappointed. it initially fit true to size but has stretched out a bit over time.,Lounge
-1,I was looking for a casual dress for quick errands that was trendy but comfy.  this dress had a lot of potential [i was drawn to the print]  but the material is awful. so thin and scratchy! immediately went back.,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
-1,This is a very soft and comfortable jacket but it has holes in the pocket area. it was returned to the store and the other jackets had the same problem although not in the same area. the store was considering pulling the product off their shelves. it is unclear if the holes are just the beginning of a pocket or what. but it was flawed by everyone who looked at it.,Lounge
-1,This dress is very thick cotton material. like a sweatshirt. i was hoping to wear this to a wedding but it is a tunic at best. the bell part of the sleeves also stick out awkwardly because of the fabric.,Lounge
-1,I really wanted to love this cardigan and did until i tried it on. the arms are so tight! i ordered in a m  which is my normal retailer size  but couldn't move my arms. took it back  was going to try in a l  but store didn't have any. for the price  i need to be able to move my arms!,Lounge
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
0,Is a great top for layering over leggings  running errands or after the gym. the material was thin. i returned it because the color didn't look great on me and for the price  i just didn't love it.,Lounge
0,While the styling is cute  the fit was poor under the arms and there was quite a gap. i returned this.,Lounge
0,I loved this dress...until i washed it. the label says machine wash cold and lay flat to dry...which i did (washed on delicate). now it's not the same dress. it's too short and not as soft and i feel so much differently about it. i wish the label would just instruct to dry clean  i would pay the extra expense to still have the dress i loved. just kind of annoyed. so it's an awesome dress  just be prepared to dry clean it or risk shrinkage if you wash it.,Lounge
0,I saw this jacket in the store and thought it was really cute..and finally a nice length!! ordered the xl because l and was afraid of shrinkage and it is no larger than the l. runs at least a size small with not alot of give. i will unfortunately have to bring it back.,Lounge
0,Like the other reviewers i was disappointed to receive the gray dotted sweatshirt with a zipper down the center when it was not in the model picture. looks like this item has since been removed from this listing...would have been nice to have the correct item pictured in the first place.,Lounge
0,"First one i received was ripping apart already in the sleeve opening at wrist (warning: very tight sleeves!)  plus 2"" of the green shiny band detail was missed altogether by whomever sewed this particular one- just left unstitched. and long threads were hanging in several places. this is by no means a quality piece and is severely overpriced. on the positive side  it is very cute and i'm keeping the replacement one  but know that it is also delicate. after one use  there is a snag on the inside",Lounge
0,This jacket looks great and is well made. the material is very lush however the body of the jacket runs big while the sleeves are tight.,Lounge
0,I purchased the moss color in this cardigan. i really love the texture of the material. it is very very soft. my issue with this is the arms. like other reviewers have said they are extremely small! i went up to a large rather than my usual medium and they were still tight. i really wanted this to work but i will probably return due to the arms.,Lounge
0,I saw this online and loved it. plus after reading the reviews i thought why not. but if you have a big chest beware. i am a 34ddd and a pretty solid medium. the volumous front of the vest added way to much to me and i sized down to a small. had to return.,Lounge
1,This is my favorite weekend jacket! it is so cute  soft and comfortable! the interior is an extra soft cotton that feels like my most favorite soft tee-shirt?? it is true to size. the best features are the versatility of the neck  pockets. and a little longer in the back - great over leggings/yoga pants. i ordered 2 sizes just in case the sizing was off - an xxs and xxs. i am a 2 petite and the xs is roomy enough for a sweater or sweatshirt under it. the xxs looked and felt great too and had a m,Lounge
1,This is great and very soft inside. i am wearing it around my house all the time. great over workout clothes or jeans and leggings.,Lounge
1,My size was not available so based on reviews stating the bagginess of a certain area  i sized down and glad i did. i never size down because i do not like tight clothing  especially casual wear. nice muted print and good quality terry material. recommend  but size down if you want a more fitted feel.,Lounge
1,"I love these pants. saw them in-store & couldn't do it at full price but they're a steal on sale. super soft & comfy. love the wide leg. fits true to size. i'm 5'2"" 125 lbs & ordered the xs bc no petite. waistband fits a bit tight but i prefer that to them slipping down. would buy again ",Lounge
1,Super cute and comfy pull over. sizing is accurate. material has a little bit of stretch.,Lounge
1,"I tried this on in the store and immediately loved it!  it is ""diaphanous "" but that is the intended look.  the dress is meant to be a cool  breezy  cover-up.  the design would have been slightly improved with slight tapering at the waist and sleeves  but not everyone can carry a fuller dress to begin with.  anyway  i purchased so many things that day that i had to narrow my picks down a bit.  i left this dress behind  but kept thinking about how very pretty it was.  when retailer offered an addit",Lounge
1,The pictures online do not do this justice. i did not even recognize it as the same dress at first. i went a size down and that way it flatters my curves beautifully instead of looking like a robe. it can actually be worn 3 ways- i like closing the closest snap(there's two) in the middle with a skinny belt over it  and a slip dress underneath. this way  the dress has a deep v neck and opens out in front when walking. think 1940's glam. it can also be fully closed like in the picture  or left ope,Lounge
1,"Soft  pretty design and perfect length. i'm 5'6"" and the m fit perfectly!'",Lounge
1,"This lounge robe is the most fantastic  dramatic and comfortable wrap dress!  to the reviewers who posted pictures--you styled this to perfection.   a slip dress underneath is a must have since the opening basically unsecured.  i purchased the medium petite and i am 5'3"" 36dd and 140#.",Lounge
-1,"I agree with other reviewers. it is beautiful but too tight around the chest. i am usually an xsmall and the xsmall was tight in the chest. i bought the small and it was still uncomfortable. sadly i had to return it. i am 5'4""  134 lbs and a 34c  by no means i am considered big chested so this is highly unusual.",Outerwear
-1,Unfortunately  does not look anything like in the picture. looks like an oversized house robe. i expected much more but was disappointed. i am definitely returning it.,Outerwear
-1,It's a cute topper. it fits nicely through the shoulders and arms  and because of the a-line  through the bottom. but the chest is 3 sizes too small and i don't have a big chest. the fabric is very scratchy  and mine arrived unbuttoned and unzipped  and i suspect it had been worn.  going back. not tracy reese's best piece.,Outerwear
-1,I knew i needed to buy this trench from the moment i saw it on my computer screen  but something prompted me to stop by my local retailer and try it on first. thank goodness for that.    at first glance  i knew i wouldn't be buying this. the construction leaves much to be desired. from the flimsy  single layer of unlined  unstructured fabric  to the thin strip of fabric serving as a belt  i could easily see this being sold at a cheap store for teenage girls where throwaway clothes are a dim,Outerwear
-1,Darling jacket/coat  similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one  but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.,Outerwear
